id;date;data_table
267;2020/09/18 16:13:52;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4209""},{""name"":""ph_1L"",""value"":""59""},{""name"":""dissolved-oxygen_1H"",""value"":""-85288""},{""name"":""dissolved-oxygen_1L"",""value"":""16""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-147""},{""name"":""tss-90_1L"",""value"":""15""},{""name"":""temperature_1H"",""value"":""-7040""},{""name"":""temperature_1L"",""value"":""67""},{""name"":""oil-water_1H"",""value"":""2360""},{""name"":""oil-water_1L"",""value"":""48""},{""name"":""conductivity-AC_1H"",""value"":""24637""},{""name"":""conductivity-AC_1L"",""value"":""46""},{""name"":""conductivity-DC_1H"",""value"":""-556""},{""name"":""conductivity-DC_1L"",""value"":""15""},{""name"":""water-quality_1H"",""value"":""-166""},{""name"":""water-quality_1L"",""value"":""85""}]}]"
268;2020/09/18 16:13:59;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4268""},{""name"":""ph_1L"",""value"":""03""},{""name"":""dissolved-oxygen_1H"",""value"":""-86124""},{""name"":""dissolved-oxygen_1L"",""value"":""31""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-151""},{""name"":""tss-90_1L"",""value"":""03""},{""name"":""temperature_1H"",""value"":""-7048""},{""name"":""temperature_1L"",""value"":""45""},{""name"":""oil-water_1H"",""value"":""2381""},{""name"":""oil-water_1L"",""value"":""72""},{""name"":""conductivity-AC_1H"",""value"":""24824""},{""name"":""conductivity-AC_1L"",""value"":""93""},{""name"":""conductivity-DC_1H"",""value"":""-590""},{""name"":""conductivity-DC_1L"",""value"":""45""},{""name"":""water-quality_1H"",""value"":""-177""},{""name"":""water-quality_1L"",""value"":""14""}]}]"
269;2020/09/18 16:14:06;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4326""},{""name"":""ph_1L"",""value"":""47""},{""name"":""dissolved-oxygen_1H"",""value"":""-86960""},{""name"":""dissolved-oxygen_1L"",""value"":""48""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-154""},{""name"":""tss-90_1L"",""value"":""91""},{""name"":""temperature_1H"",""value"":""-7056""},{""name"":""temperature_1L"",""value"":""23""},{""name"":""oil-water_1H"",""value"":""2402""},{""name"":""oil-water_1L"",""value"":""96""},{""name"":""conductivity-AC_1H"",""value"":""25012""},{""name"":""conductivity-AC_1L"",""value"":""40""},{""name"":""conductivity-DC_1H"",""value"":""-624""},{""name"":""conductivity-DC_1L"",""value"":""75""},{""name"":""water-quality_1H"",""value"":""-187""},{""name"":""water-quality_1L"",""value"":""43""}]}]"
270;2020/09/18 16:14:13;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4384""},{""name"":""ph_1L"",""value"":""91""},{""name"":""dissolved-oxygen_1H"",""value"":""-87796""},{""name"":""dissolved-oxygen_1L"",""value"":""63""},{""name"":""tss-180_1H"",""value"":""-889""},{""name"":""tss-180_1L"",""value"":""40""},{""name"":""tss-90_1H"",""value"":""-158""},{""name"":""tss-90_1L"",""value"":""79""},{""name"":""temperature_1H"",""value"":""-7064""},{""name"":""temperature_1L"",""value"":""02""},{""name"":""oil-water_1H"",""value"":""2424""},{""name"":""oil-water_1L"",""value"":""20""},{""name"":""conductivity-AC_1H"",""value"":""25199""},{""name"":""conductivity-AC_1L"",""value"":""87""},{""name"":""conductivity-DC_1H"",""value"":""-659""},{""name"":""conductivity-DC_1L"",""value"":""05""},{""name"":""water-quality_1H"",""value"":""-197""},{""name"":""water-quality_1L"",""value"":""72""}]}]"
271;2020/09/18 16:14:19;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4443""},{""name"":""ph_1L"",""value"":""35""},{""name"":""dissolved-oxygen_1H"",""value"":""-88632""},{""name"":""dissolved-oxygen_1L"",""value"":""80""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-162""},{""name"":""tss-90_1L"",""value"":""67""},{""name"":""temperature_1H"",""value"":""-7071""},{""name"":""temperature_1L"",""value"":""80""},{""name"":""oil-water_1H"",""value"":""2445""},{""name"":""oil-water_1L"",""value"":""44""},{""name"":""conductivity-AC_1H"",""value"":""25387""},{""name"":""conductivity-AC_1L"",""value"":""34""},{""name"":""conductivity-DC_1H"",""value"":""-693""},{""name"":""conductivity-DC_1L"",""value"":""35""},{""name"":""water-quality_1H"",""value"":""-208""},{""name"":""water-quality_1L"",""value"":""01""}]}]"
272;2020/09/18 16:14:26;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4501""},{""name"":""ph_1L"",""value"":""79""},{""name"":""dissolved-oxygen_1H"",""value"":""-89468""},{""name"":""dissolved-oxygen_1L"",""value"":""95""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-166""},{""name"":""tss-90_1L"",""value"":""55""},{""name"":""temperature_1H"",""value"":""-7079""},{""name"":""temperature_1L"",""value"":""58""},{""name"":""oil-water_1H"",""value"":""2466""},{""name"":""oil-water_1L"",""value"":""68""},{""name"":""conductivity-AC_1H"",""value"":""25574""},{""name"":""conductivity-AC_1L"",""value"":""81""},{""name"":""conductivity-DC_1H"",""value"":""-727""},{""name"":""conductivity-DC_1L"",""value"":""65""},{""name"":""water-quality_1H"",""value"":""-218""},{""name"":""water-quality_1L"",""value"":""30""}]}]"
273;2020/09/18 16:14:33;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4560""},{""name"":""ph_1L"",""value"":""23""},{""name"":""dissolved-oxygen_1H"",""value"":""-90305""},{""name"":""dissolved-oxygen_1L"",""value"":""12""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-170""},{""name"":""tss-90_1L"",""value"":""43""},{""name"":""temperature_1H"",""value"":""-7087""},{""name"":""temperature_1L"",""value"":""36""},{""name"":""oil-water_1H"",""value"":""2487""},{""name"":""oil-water_1L"",""value"":""91""},{""name"":""conductivity-AC_1H"",""value"":""25762""},{""name"":""conductivity-AC_1L"",""value"":""28""},{""name"":""conductivity-DC_1H"",""value"":""-761""},{""name"":""conductivity-DC_1L"",""value"":""95""},{""name"":""water-quality_1H"",""value"":""-228""},{""name"":""water-quality_1L"",""value"":""59""}]}]"
274;2020/09/18 16:14:40;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4618""},{""name"":""ph_1L"",""value"":""67""},{""name"":""dissolved-oxygen_1H"",""value"":""-91141""},{""name"":""dissolved-oxygen_1L"",""value"":""27""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-174""},{""name"":""tss-90_1L"",""value"":""31""},{""name"":""temperature_1H"",""value"":""-7095""},{""name"":""temperature_1L"",""value"":""14""},{""name"":""oil-water_1H"",""value"":""2509""},{""name"":""oil-water_1L"",""value"":""15""},{""name"":""conductivity-AC_1H"",""value"":""25949""},{""name"":""conductivity-AC_1L"",""value"":""75""},{""name"":""conductivity-DC_1H"",""value"":""-796""},{""name"":""conductivity-DC_1L"",""value"":""25""},{""name"":""water-quality_1H"",""value"":""-238""},{""name"":""water-quality_1L"",""value"":""88""}]}]"
275;2020/09/18 16:14:46;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4677""},{""name"":""ph_1L"",""value"":""11""},{""name"":""dissolved-oxygen_1H"",""value"":""-91977""},{""name"":""dissolved-oxygen_1L"",""value"":""44""},{""name"":""tss-180_1H"",""value"":""-874""},{""name"":""tss-180_1L"",""value"":""54""},{""name"":""tss-90_1H"",""value"":""-178""},{""name"":""tss-90_1L"",""value"":""19""},{""name"":""temperature_1H"",""value"":""-7102""},{""name"":""temperature_1L"",""value"":""92""},{""name"":""oil-water_1H"",""value"":""2530""},{""name"":""oil-water_1L"",""value"":""39""},{""name"":""conductivity-AC_1H"",""value"":""26137""},{""name"":""conductivity-AC_1L"",""value"":""22""},{""name"":""conductivity-DC_1H"",""value"":""-830""},{""name"":""conductivity-DC_1L"",""value"":""55""},{""name"":""water-quality_1H"",""value"":""-249""},{""name"":""water-quality_1L"",""value"":""17""}]}]"
276;2020/09/18 16:14:53;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4618""},{""name"":""ph_1L"",""value"":""67""},{""name"":""dissolved-oxygen_1H"",""value"":""-92813""},{""name"":""dissolved-oxygen_1L"",""value"":""59""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-174""},{""name"":""tss-90_1L"",""value"":""31""},{""name"":""temperature_1H"",""value"":""-7110""},{""name"":""temperature_1L"",""value"":""70""},{""name"":""oil-water_1H"",""value"":""2551""},{""name"":""oil-water_1L"",""value"":""63""},{""name"":""conductivity-AC_1H"",""value"":""25949""},{""name"":""conductivity-AC_1L"",""value"":""75""},{""name"":""conductivity-DC_1H"",""value"":""-796""},{""name"":""conductivity-DC_1L"",""value"":""25""},{""name"":""water-quality_1H"",""value"":""-238""},{""name"":""water-quality_1L"",""value"":""88""}]}]"
277;2020/09/18 16:15:00;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4560""},{""name"":""ph_1L"",""value"":""23""},{""name"":""dissolved-oxygen_1H"",""value"":""-93649""},{""name"":""dissolved-oxygen_1L"",""value"":""76""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-170""},{""name"":""tss-90_1L"",""value"":""43""},{""name"":""temperature_1H"",""value"":""-7118""},{""name"":""temperature_1L"",""value"":""48""},{""name"":""oil-water_1H"",""value"":""2572""},{""name"":""oil-water_1L"",""value"":""87""},{""name"":""conductivity-AC_1H"",""value"":""25762""},{""name"":""conductivity-AC_1L"",""value"":""28""},{""name"":""conductivity-DC_1H"",""value"":""-761""},{""name"":""conductivity-DC_1L"",""value"":""95""},{""name"":""water-quality_1H"",""value"":""-228""},{""name"":""water-quality_1L"",""value"":""59""}]}]"
278;2020/09/18 16:15:06;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4501""},{""name"":""ph_1L"",""value"":""79""},{""name"":""dissolved-oxygen_1H"",""value"":""-94485""},{""name"":""dissolved-oxygen_1L"",""value"":""91""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-166""},{""name"":""tss-90_1L"",""value"":""55""},{""name"":""temperature_1H"",""value"":""-7126""},{""name"":""temperature_1L"",""value"":""26""},{""name"":""oil-water_1H"",""value"":""2594""},{""name"":""oil-water_1L"",""value"":""11""},{""name"":""conductivity-AC_1H"",""value"":""25574""},{""name"":""conductivity-AC_1L"",""value"":""81""},{""name"":""conductivity-DC_1H"",""value"":""-727""},{""name"":""conductivity-DC_1L"",""value"":""65""},{""name"":""water-quality_1H"",""value"":""-218""},{""name"":""water-quality_1L"",""value"":""30""}]}]"
279;2020/09/18 16:15:13;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4443""},{""name"":""ph_1L"",""value"":""35""},{""name"":""dissolved-oxygen_1H"",""value"":""-95322""},{""name"":""dissolved-oxygen_1L"",""value"":""07""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-162""},{""name"":""tss-90_1L"",""value"":""67""},{""name"":""temperature_1H"",""value"":""-7134""},{""name"":""temperature_1L"",""value"":""04""},{""name"":""oil-water_1H"",""value"":""2615""},{""name"":""oil-water_1L"",""value"":""35""},{""name"":""conductivity-AC_1H"",""value"":""25387""},{""name"":""conductivity-AC_1L"",""value"":""34""},{""name"":""conductivity-DC_1H"",""value"":""-693""},{""name"":""conductivity-DC_1L"",""value"":""35""},{""name"":""water-quality_1H"",""value"":""-208""},{""name"":""water-quality_1L"",""value"":""01""}]}]"
280;2020/09/18 16:15:27;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4326""},{""name"":""ph_1L"",""value"":""47""},{""name"":""dissolved-oxygen_1H"",""value"":""-96994""},{""name"":""dissolved-oxygen_1L"",""value"":""39""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-154""},{""name"":""tss-90_1L"",""value"":""91""},{""name"":""temperature_1H"",""value"":""-7149""},{""name"":""temperature_1L"",""value"":""61""},{""name"":""oil-water_1H"",""value"":""2657""},{""name"":""oil-water_1L"",""value"":""83""},{""name"":""conductivity-AC_1H"",""value"":""25012""},{""name"":""conductivity-AC_1L"",""value"":""40""},{""name"":""conductivity-DC_1H"",""value"":""-624""},{""name"":""conductivity-DC_1L"",""value"":""75""},{""name"":""water-quality_1H"",""value"":""-187""},{""name"":""water-quality_1L"",""value"":""43""}]}]"
281;2020/09/18 16:15:33;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4268""},{""name"":""ph_1L"",""value"":""03""},{""name"":""dissolved-oxygen_1H"",""value"":""-97830""},{""name"":""dissolved-oxygen_1L"",""value"":""55""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-151""},{""name"":""tss-90_1L"",""value"":""03""},{""name"":""temperature_1H"",""value"":""-7157""},{""name"":""temperature_1L"",""value"":""39""},{""name"":""oil-water_1H"",""value"":""2679""},{""name"":""oil-water_1L"",""value"":""07""},{""name"":""conductivity-AC_1H"",""value"":""24824""},{""name"":""conductivity-AC_1L"",""value"":""93""},{""name"":""conductivity-DC_1H"",""value"":""-590""},{""name"":""conductivity-DC_1L"",""value"":""45""},{""name"":""water-quality_1H"",""value"":""-177""},{""name"":""water-quality_1L"",""value"":""14""}]}]"
282;2020/09/18 16:15:40;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4209""},{""name"":""ph_1L"",""value"":""59""},{""name"":""dissolved-oxygen_1H"",""value"":""-98666""},{""name"":""dissolved-oxygen_1L"",""value"":""71""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-147""},{""name"":""tss-90_1L"",""value"":""15""},{""name"":""temperature_1H"",""value"":""-7165""},{""name"":""temperature_1L"",""value"":""17""},{""name"":""oil-water_1H"",""value"":""2700""},{""name"":""oil-water_1L"",""value"":""30""},{""name"":""conductivity-AC_1H"",""value"":""24637""},{""name"":""conductivity-AC_1L"",""value"":""46""},{""name"":""conductivity-DC_1H"",""value"":""-556""},{""name"":""conductivity-DC_1L"",""value"":""15""},{""name"":""water-quality_1H"",""value"":""-166""},{""name"":""water-quality_1L"",""value"":""85""}]}]"
283;2020/09/18 16:15:47;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4151""},{""name"":""ph_1L"",""value"":""15""},{""name"":""dissolved-oxygen_1H"",""value"":""-99502""},{""name"":""dissolved-oxygen_1L"",""value"":""88""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-143""},{""name"":""tss-90_1L"",""value"":""27""},{""name"":""temperature_1H"",""value"":""-7172""},{""name"":""temperature_1L"",""value"":""95""},{""name"":""oil-water_1H"",""value"":""2721""},{""name"":""oil-water_1L"",""value"":""54""},{""name"":""conductivity-AC_1H"",""value"":""24449""},{""name"":""conductivity-AC_1L"",""value"":""99""},{""name"":""conductivity-DC_1H"",""value"":""-521""},{""name"":""conductivity-DC_1L"",""value"":""85""},{""name"":""water-quality_1H"",""value"":""-156""},{""name"":""water-quality_1L"",""value"":""56""}]}]"
284;2020/09/18 16:15:54;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4092""},{""name"":""ph_1L"",""value"":""71""},{""name"":""dissolved-oxygen_1H"",""value"":""-100339""},{""name"":""dissolved-oxygen_1L"",""value"":""03""},{""name"":""tss-180_1H"",""value"":""-874""},{""name"":""tss-180_1L"",""value"":""54""},{""name"":""tss-90_1H"",""value"":""-139""},{""name"":""tss-90_1L"",""value"":""39""},{""name"":""temperature_1H"",""value"":""-7180""},{""name"":""temperature_1L"",""value"":""73""},{""name"":""oil-water_1H"",""value"":""2742""},{""name"":""oil-water_1L"",""value"":""78""},{""name"":""conductivity-AC_1H"",""value"":""24262""},{""name"":""conductivity-AC_1L"",""value"":""52""},{""name"":""conductivity-DC_1H"",""value"":""-487""},{""name"":""conductivity-DC_1L"",""value"":""55""},{""name"":""water-quality_1H"",""value"":""-146""},{""name"":""water-quality_1L"",""value"":""27""}]}]"
285;2020/09/18 16:16:00;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""4034""},{""name"":""ph_1L"",""value"":""27""},{""name"":""dissolved-oxygen_1H"",""value"":""-99502""},{""name"":""dissolved-oxygen_1L"",""value"":""88""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-135""},{""name"":""tss-90_1L"",""value"":""51""},{""name"":""temperature_1H"",""value"":""-7188""},{""name"":""temperature_1L"",""value"":""51""},{""name"":""oil-water_1H"",""value"":""2764""},{""name"":""oil-water_1L"",""value"":""02""},{""name"":""conductivity-AC_1H"",""value"":""24075""},{""name"":""conductivity-AC_1L"",""value"":""05""},{""name"":""conductivity-DC_1H"",""value"":""-453""},{""name"":""conductivity-DC_1L"",""value"":""25""},{""name"":""water-quality_1H"",""value"":""-135""},{""name"":""water-quality_1L"",""value"":""98""}]}]"
286;2020/09/18 16:16:08;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3975""},{""name"":""ph_1L"",""value"":""83""},{""name"":""dissolved-oxygen_1H"",""value"":""-98666""},{""name"":""dissolved-oxygen_1L"",""value"":""71""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-131""},{""name"":""tss-90_1L"",""value"":""63""},{""name"":""temperature_1H"",""value"":""-7196""},{""name"":""temperature_1L"",""value"":""29""},{""name"":""oil-water_1H"",""value"":""2785""},{""name"":""oil-water_1L"",""value"":""26""},{""name"":""conductivity-AC_1H"",""value"":""23887""},{""name"":""conductivity-AC_1L"",""value"":""58""},{""name"":""conductivity-DC_1H"",""value"":""-418""},{""name"":""conductivity-DC_1L"",""value"":""95""},{""name"":""water-quality_1H"",""value"":""-125""},{""name"":""water-quality_1L"",""value"":""69""}]}]"
287;2020/09/18 16:16:14;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3917""},{""name"":""ph_1L"",""value"":""39""},{""name"":""dissolved-oxygen_1H"",""value"":""-97830""},{""name"":""dissolved-oxygen_1L"",""value"":""55""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-127""},{""name"":""tss-90_1L"",""value"":""75""},{""name"":""temperature_1H"",""value"":""-7204""},{""name"":""temperature_1L"",""value"":""07""},{""name"":""oil-water_1H"",""value"":""2806""},{""name"":""oil-water_1L"",""value"":""50""},{""name"":""conductivity-AC_1H"",""value"":""23700""},{""name"":""conductivity-AC_1L"",""value"":""11""},{""name"":""conductivity-DC_1H"",""value"":""-384""},{""name"":""conductivity-DC_1L"",""value"":""65""},{""name"":""water-quality_1H"",""value"":""-115""},{""name"":""water-quality_1L"",""value"":""40""}]}]"
288;2020/09/18 16:16:20;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3858""},{""name"":""ph_1L"",""value"":""95""},{""name"":""dissolved-oxygen_1H"",""value"":""-96994""},{""name"":""dissolved-oxygen_1L"",""value"":""39""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-123""},{""name"":""tss-90_1L"",""value"":""87""},{""name"":""temperature_1H"",""value"":""-7211""},{""name"":""temperature_1L"",""value"":""85""},{""name"":""oil-water_1H"",""value"":""2827""},{""name"":""oil-water_1L"",""value"":""74""},{""name"":""conductivity-AC_1H"",""value"":""23512""},{""name"":""conductivity-AC_1L"",""value"":""64""},{""name"":""conductivity-DC_1H"",""value"":""-350""},{""name"":""conductivity-DC_1L"",""value"":""35""},{""name"":""water-quality_1H"",""value"":""-105""},{""name"":""water-quality_1L"",""value"":""11""}]}]"
289;2020/09/18 16:16:27;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3800""},{""name"":""ph_1L"",""value"":""51""},{""name"":""dissolved-oxygen_1H"",""value"":""-96158""},{""name"":""dissolved-oxygen_1L"",""value"":""23""},{""name"":""tss-180_1H"",""value"":""-889""},{""name"":""tss-180_1L"",""value"":""40""},{""name"":""tss-90_1H"",""value"":""-119""},{""name"":""tss-90_1L"",""value"":""99""},{""name"":""temperature_1H"",""value"":""-7219""},{""name"":""temperature_1L"",""value"":""63""},{""name"":""oil-water_1H"",""value"":""2848""},{""name"":""oil-water_1L"",""value"":""98""},{""name"":""conductivity-AC_1H"",""value"":""23325""},{""name"":""conductivity-AC_1L"",""value"":""17""},{""name"":""conductivity-DC_1H"",""value"":""-316""},{""name"":""conductivity-DC_1L"",""value"":""05""},{""name"":""water-quality_1H"",""value"":""-94""},{""name"":""water-quality_1L"",""value"":""82""}]}]"
290;2020/09/18 16:16:34;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3742""},{""name"":""ph_1L"",""value"":""07""},{""name"":""dissolved-oxygen_1H"",""value"":""-95322""},{""name"":""dissolved-oxygen_1L"",""value"":""07""},{""name"":""tss-180_1H"",""value"":""-886""},{""name"":""tss-180_1L"",""value"":""43""},{""name"":""tss-90_1H"",""value"":""-116""},{""name"":""tss-90_1L"",""value"":""11""},{""name"":""temperature_1H"",""value"":""-7227""},{""name"":""temperature_1L"",""value"":""42""},{""name"":""oil-water_1H"",""value"":""2870""},{""name"":""oil-water_1L"",""value"":""22""},{""name"":""conductivity-AC_1H"",""value"":""23137""},{""name"":""conductivity-AC_1L"",""value"":""70""},{""name"":""conductivity-DC_1H"",""value"":""-281""},{""name"":""conductivity-DC_1L"",""value"":""75""},{""name"":""water-quality_1H"",""value"":""-84""},{""name"":""water-quality_1L"",""value"":""53""}]}]"
291;2020/09/18 16:16:41;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3683""},{""name"":""ph_1L"",""value"":""63""},{""name"":""dissolved-oxygen_1H"",""value"":""-94485""},{""name"":""dissolved-oxygen_1L"",""value"":""91""},{""name"":""tss-180_1H"",""value"":""-883""},{""name"":""tss-180_1L"",""value"":""46""},{""name"":""tss-90_1H"",""value"":""-112""},{""name"":""tss-90_1L"",""value"":""23""},{""name"":""temperature_1H"",""value"":""-7235""},{""name"":""temperature_1L"",""value"":""20""},{""name"":""oil-water_1H"",""value"":""2891""},{""name"":""oil-water_1L"",""value"":""46""},{""name"":""conductivity-AC_1H"",""value"":""22950""},{""name"":""conductivity-AC_1L"",""value"":""23""},{""name"":""conductivity-DC_1H"",""value"":""-247""},{""name"":""conductivity-DC_1L"",""value"":""45""},{""name"":""water-quality_1H"",""value"":""-74""},{""name"":""water-quality_1L"",""value"":""24""}]}]"
292;2020/09/18 16:16:47;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3625""},{""name"":""ph_1L"",""value"":""19""},{""name"":""dissolved-oxygen_1H"",""value"":""-93649""},{""name"":""dissolved-oxygen_1L"",""value"":""76""},{""name"":""tss-180_1H"",""value"":""-880""},{""name"":""tss-180_1L"",""value"":""49""},{""name"":""tss-90_1H"",""value"":""-108""},{""name"":""tss-90_1L"",""value"":""35""},{""name"":""temperature_1H"",""value"":""-7242""},{""name"":""temperature_1L"",""value"":""98""},{""name"":""oil-water_1H"",""value"":""2912""},{""name"":""oil-water_1L"",""value"":""69""},{""name"":""conductivity-AC_1H"",""value"":""22762""},{""name"":""conductivity-AC_1L"",""value"":""76""},{""name"":""conductivity-DC_1H"",""value"":""-213""},{""name"":""conductivity-DC_1L"",""value"":""15""},{""name"":""water-quality_1H"",""value"":""-63""},{""name"":""water-quality_1L"",""value"":""95""}]}]"
293;2020/09/18 16:16:54;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3566""},{""name"":""ph_1L"",""value"":""75""},{""name"":""dissolved-oxygen_1H"",""value"":""-92813""},{""name"":""dissolved-oxygen_1L"",""value"":""59""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-104""},{""name"":""tss-90_1L"",""value"":""47""},{""name"":""temperature_1H"",""value"":""-7250""},{""name"":""temperature_1L"",""value"":""76""},{""name"":""oil-water_1H"",""value"":""2933""},{""name"":""oil-water_1L"",""value"":""93""},{""name"":""conductivity-AC_1H"",""value"":""22575""},{""name"":""conductivity-AC_1L"",""value"":""29""},{""name"":""conductivity-DC_1H"",""value"":""-178""},{""name"":""conductivity-DC_1L"",""value"":""85""},{""name"":""water-quality_1H"",""value"":""-53""},{""name"":""water-quality_1L"",""value"":""66""}]}]"
294;2020/09/18 16:17:01;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3508""},{""name"":""ph_1L"",""value"":""31""},{""name"":""dissolved-oxygen_1H"",""value"":""-91977""},{""name"":""dissolved-oxygen_1L"",""value"":""44""},{""name"":""tss-180_1H"",""value"":""-874""},{""name"":""tss-180_1L"",""value"":""54""},{""name"":""tss-90_1H"",""value"":""-100""},{""name"":""tss-90_1L"",""value"":""59""},{""name"":""temperature_1H"",""value"":""-7258""},{""name"":""temperature_1L"",""value"":""54""},{""name"":""oil-water_1H"",""value"":""2955""},{""name"":""oil-water_1L"",""value"":""17""},{""name"":""conductivity-AC_1H"",""value"":""22387""},{""name"":""conductivity-AC_1L"",""value"":""82""},{""name"":""conductivity-DC_1H"",""value"":""-144""},{""name"":""conductivity-DC_1L"",""value"":""55""},{""name"":""water-quality_1H"",""value"":""-43""},{""name"":""water-quality_1L"",""value"":""37""}]}]"
295;2020/09/18 16:17:08;"[{""table_modbus"":[{""name"":""ph_1H"",""value"":""3566""},{""name"":""ph_1L"",""value"":""75""},{""name"":""dissolved-oxygen_1H"",""value"":""-91141""},{""name"":""dissolved-oxygen_1L"",""value"":""27""},{""name"":""tss-180_1H"",""value"":""-877""},{""name"":""tss-180_1L"",""value"":""52""},{""name"":""tss-90_1H"",""value"":""-104""},{""name"":""tss-90_1L"",""value"":""47""},{""name"":""temperature_1H"",""value"":""-7266""},{""name"":""temperature_1L"",""value"":""32""},{""name"":""oil-water_1H"",""value"":""2976""},{""name"":""oil-water_1L"",""value"":""41""},{""name"":""conductivity-AC_1H"",""value"":""22575""},{""name"":""conductivity-AC_1L"",""value"":""29""},{""name"":""conductivity-DC_1H"",""value"":""-178""},{""name"":""conductivity-DC_1L"",""value"":""85""},{""name"":""water-quality_1H"",""value"":""-53""},{""name"":""water-quality_1L"",""value"":""66""}]}]"
